,X.1,X,Month,Day,Year,Time,Location,Operator,Flight..,Route,Type,Registration,cn.In,Aboard,Fatalities,Ground,Summary,CrashStatus
9779,4545,4546,8,19,1998,17:40,South Africa,United Airlines,389,,McDonnell Douglas MD-11,N1433Z,3781,5,9,0,NA,N
9780,4546,4547,8,21,1998,16:46,Myanmar,United Airlines,,New York City - Geneva,de Havilland Dash-2 float plane,24143,8345502,9,3,0,NA,N
9781,4547,4548,8,23,1998,8:35,Ecuador,United Airlines,111,"Anchorage, AK - Hoholitna River, AK",Lockheed C-130B Hercules,TN-AFR,223/63N,3,38,0,NA,N
9782,4548,4549,8,24,1998,13:03,Angola,United Airlines,,,Antonov 12B,U-614,,38,1,0,NA,N
9783,4549,4550,8,24,1998,,Canada,United Airlines,,Huambo - Luanda,CASA 212-MP Aviocar 200,ZK-DKL,E1007,22,55,0,NA,N
9784,4550,4551,8,29,1998,21:30,Alaska,United Airlines,,Timika - Jayapura,Cessna 177B Cardinal,EC-GEO,550,55,1,0,NA,N
9785,4551,4552,8,2,1998,10:45,Pakistan,United Airlines,,Sightseeing,British Aerospace BAe-146-100,D4-CAX,27307901,27,41,4,NA,N
9786,4552,4553,9,2,1998,,Angola,United Airlines,,Malaga - Melilla,de Havilland Canada DHC-6 Twin Otter 300,EW-46465,1977,41,0,1,NA,N
9787,4553,4554,9,9,1998,,Indonesia,United Airlines,4101,Sao Nicolau - Praia,Antonov AN-24RV,YV-611C,18369/125,37,3,0,NA,N
9788,4554,4555,9,10,1999,,New Zealand,United Airlines,,Jaffna - Colombo,Douglas DC-3C,9Q-CSG,9721053,3,4,0,NA,N
9789,4555,4556,9,1,2001,11:52,Morroco,United Airlines,602,Sighteeing,Boeing B-727-30,EK-88272,120076,11,11,0,NA,N
9790,4556,4557,7,8,1998,9:00,Cape Verde,United Airlines,,Kindu - Kinshasa,Yakovlev YAK-40,PT-WKH,284,18,13,0,NA,N
9791,4557,4558,1,14,1998,13:30,Sri Lanka,United Airlines,,Yerevan - Krasnodar,Embraer 120RT Brasilia,5Y-ANV,20562,13,9,0,NA,N
9792,4558,4559,9,25,1998,13:50,Venezuela,United Airlines,,Teresina - Fortaleza,Britten-Norman BN-2A-3 Islander,N3FY,8345506,9,1,0,NA,N
9793,4559,4560,9,28,1998,9:45,Congo,United Airlines,,,Douglas DC-3C,RA-12955,207-00105,1,2,0,NA,N
9794,4560,4561,9,29,1998,,Armenia,United Airlines,,Plaa Grande - Quetzaltenango,Antonov AN-12,RP-C606,21119,2,4,0,NA,N
9795,4561,4562,9,2,1998,13:51,Brazil,United Airlines,,Krasnoyarsk - Mirny,Cessna 207 Skywagon,N956DB,208B-0061,6,1,0,NA,N
9796,4562,4563,10,10,1998,8:52,Uganda,United Airlines,,,Burgess RV-6 experimental,N9352B,,1,7,0,NA,N
9797,4563,4564,10,21,1998,,Guatemala,United Airlines,,"Brunswick, GA - Annapolis, MD",Cessna 208B Caravan I Super Cargomaster,,501-0058,10,8,0,NA,N
9798,4564,4565,10,21,1998,13:14,Russia,United Airlines,,Vancouver - Victoria,,N501EZ,2028,8,102,0,NA,N
9799,4565,4566,10,25,1998,5:20,Nepal,United Airlines,434,,Cessna 501 Citation I SP,C-FCVK,10594,146,11,0,NA,N
9800,4566,4567,10,1,1998,,Maryland,United Airlines,,"Mena, AR - Texarcana, TX",Britten-Norman Trislander,XY-AEO,415,11,1,0,NA,N
9801,4567,4568,11,11,1998,17:43,British Columbia,United Airlines,,Point-Lebel - Rimouski,Fokker F-27 Friendship 600,HS-TIA,4342510,10,5,0,NA,N
9802,4568,4569,11,17,1998,0:30,Tasmania,United Airlines,,Yangon - Sittwe,Airbus A-310-204,UR-11319,,5,14,0,NA,N
9803,4569,4570,11,21,1998,,Arkansas,United Airlines,,Bangkok - Surat Thani,Antonov AN-12BP,S9-SAT,3309,14,9,0,NA,N
9804,4570,4571,11,23,1998,12:16,Canada,United Airlines,261,,Antonov 12,HK-3930X,4561,9,2,0,NA,N
9805,4571,4572,11,27,1998,11:13,Myanmar,United Airlines,,Luanda - Saurimo,Antonov 32B,S9-CAO,4839,2,4,0,NA,N
9806,4572,4573,11,2,1998,14:27,Thailand,United Airlines,,Bogotá - Medellín,Lockheed Martin L-100-30 Hercules,D2-EHD,10508,4,2,0,NA,N
9807,4573,4574,12,7,1999,19:10,Angola,United Airlines,,Huambo - Saurimo,Lockheed L-100-30 Hercules,G-CHNL,17940/355,2,3,0,NA,N
9808,4574,4575,12,2,1998,,Angola,United Airlines,806,Huambo - Luanda,Fokker F-27 Friendship 600,59-1452,32963,4,4,0,NA,N
9809,4575,4576,7,11,1998,,Colombia,United Airlines,,London - Guernsey,Boeing KC-135E,C-GWUG,763,12,28,13,NA,N
9810,4576,4577,12,14,1998,0:15,Angola,United Airlines,,,Douglas DC-3C,VH-XFF,20800235,28,14,0,NA,N
9811,4577,4578,12,17,1998,12:00,Angola,United Airlines,,Vancouver - Victoria,Britten Norman BN-2A-26,9N-ADA,,14,11,0,NA,N
9812,4578,4579,12,22,1998,,England,United Airlines,,Horn Island - Coconut Island,Cessna 208 Caravan I,,3340909,11,7,0,NA,N
9813,4579,4580,12,26,1999,17:00,Germany,United Airlines,,Jumla - Nepalgunj,Antonov AN-26,EL-ASS,761,7,1,0,NA,N
9814,4580,4581,12,2,1999,,Canada,United Airlines,,Managua - Bluefields,Antonov AN-12,P2-ALH,1037,1,61,3,NA,N
9815,4581,4582,1,12,1999,6:33,Australia,United Airlines,,Luanda - Lucapa,Britten Norman BN-2A Trislander,9Q-CDI,U-205,61,19,8,NA,N
9816,4582,4583,1,13,1999,14:30,Nepal,United Airlines,,Hoskins - Kandrian,Lockheed L-188A Electra,N205RA,90A-846,19,8,0,NA,N
9817,4583,4584,1,13,1999,16:30,Nicaragua,United Airlines,,Kinshasa - Mbandaka,Beechcraft C99,B-2622,108,8,1,0,NA,N
9818,4584,4585,1,16,1999,8:10,Angola,United Airlines,,Tonopath - Bishop,Tupolev TU-154,K2673,11831,2,5,0,NA,N
9819,4585,4586,1,17,1999,5:08,Papua New Guinea,United Airlines,,Chengdu - Wenzhou,Antonov AN-32 Transport,HK-337,724,5,6,0,NA,N
9820,4586,4587,1,21,1999,10:20,DemocratiRepubliCongo,United Airlines,4509,Gwalior -  Pokhran - New Delhi,Douglas DC-3C (C-47A-DK),C-FWLQ,24-270,6,5,0,NA,N
9821,4587,4588,1,2,1999,,California,United Airlines,,Cucuta - El Yopal,de Havilland Canada DHC-6 Twin Otter 300,PT-LEM,25378/2732,5,3,0,NA,N
9822,4588,4589,2,3,1999,10:30,China,United Airlines,,Goose Bay - Davis Inlet,Learjet 24D,TC-JEP,777,3,7,0,NA,N
9823,4589,4590,2,8,1999,16:34,India,United Airlines,960,Training,Boeing 737-4Q8,HK-2760,48409/490,12,5,0,NA,N
9824,4590,4591,2,12,1999,8:23,Colombia,United Airlines,,Adana - Ciddah,de Havilland Canada DHC-6 Twin Otter 300,HL-7373,694,5,2,0,NA,N
9825,4591,4592,2,24,1999,16:05,Canada,United Airlines,5904,Bucaramanga - Malaga,McDonnell Douglas MD-11,YJ-RV9,270,2,11,0,NA,N
9826,4592,4593,2,7,1999,9:45,Brazil,United Airlines,,"Shanghi, China - Seoul, Korea",de Havilland Canada DHC-6 Twin Otter 300,M21-05,912620,145,50,0,NA,N
9827,4593,4594,3,18,1999,11:30,Turkey,United Airlines,6316,Espírita Santo - Port Vila,de Havilland Canada DHC-4A,5Y-LET,49163/1111,50,1,0,NA,N
9828,4594,4595,3,19,1999,0:33,Colombia,United Airlines,,Training,Let 410UVP-E,N215AA,,1,7,0,NA,N
9829,4595,4596,3,7,1999,11:35,China,United Airlines,,Ol Kiombo - Mara Sika AS,McDonnell Douglas MD-82,,473,7,17,0,NA,N
9830,4596,4597,4,7,1999,16:05,Vanuatu,United Airlines,,Dallas-Fort Worth - Little Rock,Antonov 32,RP-C471,2810,17,1,0,NA,N
9831,4597,4598,4,8,1999,19:21,Malaysia,United Airlines,1420,Kassala - Khartoum,Britten-Norman BN-2A-21 Islander,N6099S,110210,2,2,0,NA,N
9832,4598,4599,4,15,1999,13:15,Kenya,United Airlines,,,Eurocopter AS-350BA,P2-ALX,73,2,5,0,NA,N
9833,4599,4600,4,8,1999,14:30,Arkansas,United Airlines,,Sightseeing,Embraer 110P2 Bandeirante,C-FIFP,U- 45,18,5,0,NA,N
9834,4600,4601,5,24,1999,23:50,Sudan,United Airlines,,Nadzab - Goroka,de Havilland Canada DHC-3 Otter,D-IBEX,45499/1011,5,4,0,NA,N
9835,4601,4602,5,29,1999,,Philippines,United Airlines,,Test flight,Beechcraft 99,HK-1776,22168/1770,4,3,0,NA,N
9836,4602,4603,5,1,1999,,Alaska,United Airlines,,"London, England - Frankfort, Germany",Douglas DC-6A,VT-LCI,25064,3,16,0,NA,N
9837,4603,4604,6,3,1999,10:50,Papua New Guinea,United Airlines,114,Villavicencio - Mitu,Boeing 727-243F,XA-TAL,3213100,16,1,0,NA,N
9838,4604,4605,6,9,1999,8:52,Canada,United Airlines,,Kathmandu - New Delhi,Hawker Siddeley HS-125,N9253N,208B-0341,517,7,0,NA,N
9839,4605,4606,6,9,1999,13:20,Belgium,United Airlines,8533,Los Mochis - Toluca,Piper PA-32-R301 Saratoga II HP,YN-CED,,7,17,0,NA,N
9840,4606,4607,6,17,1999,2:42,Colombia,United Airlines,,"Fairfield, N.J. - Martha's Vineyard, MA",Cessna 208B Grand Caravan,,95,17,10,0,NA,N
9841,4607,4608,6,25,1999,12:05,Nepal,United Airlines,-,Managua - Bluefields,Boeing B-747,N5382W,110416,10,18,0,NA,N
9842,4608,4609,6,30,1999,19:51,Mexico,United Airlines,46,"Tokyo, Japan - Chitose, Japan",de Havilland Canada DHC-7-102,DQ-AFN,LJ-251,18,1,0,NA,N
9843,4609,4610,6,4,1999,4:30,Massachusetts,United Airlines,61,,Embraer 110P1 Bandeirante,N518DM,8091,4,3,0,NA,N
9844,4610,4611,7,7,1999,21:41,Nicaragua,United Airlines,,Nausori - Nadi,Beech King Air 65-A90,D4-CBC,UE-347,315,1,0,NA,N
9845,4611,4612,7,9,1999,11:00,Japan,United Airlines,121,Sky Diving,Dornier 228-201,C-FLIH,48468/518,96,2,10,NA,N
9846,4612,4613,7,16,1999,11:25,Colombia,United Airlines,-,Sao Vicente - Santo Antao,Beechcraft 1900D,B-150,53536/2160,33,64,0,NA,N
9847,4613,4614,7,20,1999,3:30,Fiji,United Airlines,5002,Port-Menier - Sept-Iles,McDonnell Douglas MD-11,B-17912,9331730,103,12,0,NA,N
9848,4614,4615,7,23,1999,5:35,Michigan,United Airlines,347,Bangkok - Hong Kong,McDonnell Douglas MD-90-30,UK-87848,20389/251,12,8,0,NA,N
9849,4615,4616,7,23,1999,8:30,Cape Verde Islands,United Airlines,642,Taipei - Hualian,Yakovlev YAK-40,LV-WRZ,805,11,3,0,NA,N
9850,4616,4617,7,24,1999,12:00,Canada,United Airlines,873,Tashkent - Turtkul,Boeing B-737-204C,5HNAT,404-0690,5,15,0,NA,N
9851,4617,4618,7,31,1999,23:58,China,United Airlines,,Buenos Aires - Cordoba,Cessna 404 Titan II,G-ILGW,32-1261,15,7,0,NA,N
9852,4618,4619,7,7,1999,18:45,Taiwan,United Airlines,3142,Serener Airstrip - Kilimanjaro IAP,Cessna 404 Titan Ambassador,N4830S,1806,13,2,0,NA,N
9853,4619,4620,8,12,1999,12:36,Uzbekistan,United Airlines,,Glasgow - Aberdeen,Piper PA-32-260,9N-AEG,26,2,5,0,NA,N
9854,4620,4621,8,22,1999,10:54,Argentina,United Airlines,-,"Westerly, RI - Block Island, RI",Hawker Siddeley HS-748-501 Super 2B,SX-ECH,110002,5,10,0,NA,N
9855,4621,4622,8,24,1999,20:55,Tanzania,United Airlines,,Pokhara - Kathmandu,Dassault Falcon 900B,PT-ODK,3217,10,12,0,NA,N
9856,4622,4623,8,26,1999,10:26,Scotland,United Airlines,128,Athens - Bucharest,Embraer 110 Bandeirante,3610,31-8352039,20,3,0,NA,N
9857,4623,4624,8,31,1999,12:50,Rhode Island,United Airlines,3838,Belem - Monte Dourado,Lockheed C-130A Hercules,N411WL,28108,3,6,0,NA,N
9858,4624,4625,8,1,1999,11:53,Nepal,United Airlines,,Test flight,Piper PA-31-350 Navajo Chieftain,N704H,35-189,6,6,0,NA,N
9859,4625,4626,9,3,1999,10:30,Romania,United Airlines,,Sightseeing,Bell 214ST helicopter,I-AVJG,62,6,217,0,NA,N
9860,4626,4627,9,5,1999,,Brazil,United Airlines,58,,Learjet 35A,EV-8012,60,217,4,6,NA,N
9861,4627,4628,9,5,1999,21:20,Mexico,United Airlines,,Napoli - Genoa,Arava 201,N47BA,24542/282,4,16,0,NA,N
9862,4628,4629,9,14,1999,,Hawaii,United Airlines,,La Carlota - Acarigua,Gates Learjet 35,SU-GAP,U20602610,16,18,0,NA,N
9863,4629,4630,9,14,1999,17:25,Saudi Arabia,United Airlines,,"Orlando, FL - Dallas, TX",Boeing B-767-366ER,N902CT,,18,24,0,NA,N
9864,4630,4631,9,17,1999,19:15,Italy,United Airlines,,New York City - Cairo,Cessna U206F,31242/31243,47418/570,24,4,0,NA,N
9865,4631,4632,9,25,1999,10:15,Venezuela,United Airlines,990,,Shaanxi Yunshuji Y-8/Yunshuji Y-8,XA-TKN,12,4,5,0,NA,N
9866,4632,4633,9,2,1999,,South Dakota,United Airlines,,Training,McDonnell Douglas DC-9-31,F-OHFV,208-00037,7,9,0,NA,N
9867,4633,4634,10,24,1999,11:20,Massachusetts,United Airlines,,Uruapan - Mexico City,Aerospatiale Alenia ATR-42,5Y-RAN,1083800305,9,6,0,NA,N
9868,4634,4635,10,24,1999,6:52,Idaho,United Airlines,725,Rome - Pristina,Cessna 208 Caravan I,UK-91004,31-7405210,6,17,0,NA,N
9869,4635,4636,10,25,1999,9:35,China,United Airlines,3275,"Nairobi - Dar Es Salaam, Tanzania",Ilyushin 114T,ZS-OJY,20700347,17,6,0,NA,N
9870,4636,4637,10,31,1999,,Mexico,United Airlines,,"Moscow, Russia - Tashkent, Uzbekistan",Piper PA-31-350,N1747U,851429,6,8,0,NA,N
9871,4637,4638,10,31,2001,19:03,Kosovo,United Airlines,,"Johannesburg, South Africa  - Oranjemund, Namibia",Cessna 207,RP-C-3883,525-0136,8,3,0,NA,N
9872,4638,4639,10,4,1999,11:13,Kenya,United Airlines,-,,Let 410UVP,N525KL,31-7300948,94,35,2,NA,N
9873,4639,4640,1,9,1999,5:26,Russia,United Airlines,,Manila - Cauayan,Cessna 525 Citation,SE-GDN,3924,35,16,0,NA,N
9874,4640,4641,11,12,1999,5:12,South Africa,United Airlines,,Saint Louis - Branson,Piper PA-31-350,63-7854,2030,314,3,0,NA,N
9875,4641,4642,11,26,1999,7:06,Alaska,United Airlines,,Sundsvall - Gothenburg,Lockheed C-130H,CS-TGM,46890/77,3,2,0,NA,N
9876,4642,4643,11,5,1999,13:00,Philippines,United Airlines,-,,British Aerospace APT,F-GTDI,35-194,2,4,0,NA,N
9877,4643,4644,12,6,1999,9:25,Missouri,United Airlines,,Ponta Delgada - Horta,McDonnell Douglas DC-10-30,N86BE,208B-0220,4,1,0,NA,N
9878,4644,4645,12,7,1999,15:12,Sweden,United Airlines,530,Havana - Guatemala City,Learjet 35A,ZS-ONT,22480/448,189,22,0,NA,N
9879,4645,4646,12,7,1999,12:04,Kuwait,United Airlines,261,Opa-Locka - Marianna,Cessna 208B Caravan I,HL-7451,36,22,10,0,NA,N
9880,4646,4647,12,9,1999,,Azores (Portugal),United Airlines,,,Boeing 747-2B5F,VT-EDW,4.52E+12,10,6,1,NA,N
9881,4647,4648,12,9,1999,9:20,Guatemala,United Airlines,,"London, England - Milan, Italy",Airbus A300B2-101,CU-T1285,796,6,1,0,NA,N
9882,4648,4649,12,10,1999,9:40,Florida,United Airlines,8509,Kathmandu - New Delhi,Yakovlev YAK-42D,9N-AFL,,16,10,0,NA,N
9883,4649,4650,12,11,1999,9:30,DemocratiRepubliCongo,United Airlines,814,Havana - Valencia,de Havilland Canada DHC-6 Twin Otter,3C-JJI,110-455,10,22,0,NA,N
9884,4650,4651,12,21,2000,,United Kingdom,United Airlines,310,Simara - Kathmandu,Antonov 28,5N-AXL,213,41,5,0,NA,N
9885,4651,4652,12,5,2000,18:38,Afghanistan,United Airlines,,"Kiev, Russia - Tehran, Iran",Embraer 110P1A Bandeirante,HB-AKK,SH-3763,20,4,0,NA,N
9886,4652,4653,4,19,1999,,Venezuela,United Airlines,,Lagos - Abuja,Saab 340B,HB-AAM,861620,4,169,0,NA,N
9887,4653,4654,4,22,1999,20:15,Nepal,United Airlines,,Zürich - Dresden,Shorts 360-300,YS-09-C,,179,24,0,NA,N
9888,4654,4655,12,24,1999,15:02,Turkey,United Airlines,498,Tripoli IAP - Marsa el-Brega,Let 410UVP-E,,426,24,14,0,NA,N
9889,4655,4656,12,25,1999,,Nigeria,United Airlines,,San Jose - Tortuguero,Beechcraft King Air C90,5Y-BEN,9340706,15,88,0,NA,N
9890,4656,4657,12,25,1999,,Switzerland,United Airlines,,Ankara - Istanbul,AirbusA310-304,TL-ACM,86,88,8,0,NA,N
9891,4657,4658,12,29,2000,17:54,Libya,United Airlines,,Abidjan - Lagos,Antonov AN-8,N286,53077/1995,8,6,0,NA,N
9892,4658,4659,12,5,2000,12:38,Costa Rica,United Airlines,431,"Pepa, Congo - Kigali, Rwanda",GAF Nomad N-22C,N963AS,,6,3,0,NA,N
9893,4659,4660,1,10,2000,13:10,Turkey,United Airlines,,Cagayancillo - Puerto Princesa,McDonnell Douglas MD-83,,U20604099,3,0,0,NA,N
9894,4660,4661,1,13,2000,18:09,Ivory Coast,United Airlines,,Puerto Vallarta - San Francisco,Lockheed C-130 Hercules,N756HG,45947/341,142,9,0,NA,N
9895,4661,4662,1,15,2000,21:08,Congo,United Airlines,261,Training,Cessna U206G,N8079U,23060/1069,9,2,0,NA,N
9896,4662,4663,1,25,2000,,Philippines,United Airlines,,"Ilianma, AK - Koliganek, AK",McDonnell Douglas DC-8-71F,N668SW,9620847,2,10,2,NA,N
9897,4663,4664,1,30,2000,10:50,California,United Airlines,,"Sacramento, CA - Dayton, OH",Boeing B-737-3T5,RA-88170,12344,10,6,0,NA,N
9898,4664,4665,1,19,2000,16:21,Iran,United Airlines,17,Las Vegas - Burbank,Yakovlev YAK-40,C-FNTF,624,8,3,0,NA,N
9899,4665,4666,4,2,2000,,Alaska,United Airlines,1455,Moscow - Kiev,Douglas C-47A-5-DK,HP-1267APP,8346004,33,1,0,NA,N
9900,4666,4667,7,31,2000,16:00,California,United Airlines,,"Points North Landing, SK - Ennadai Lake",de Havilland Canada DHC-6 Twin Otter 300,RA-11302,ZZX3201,1,131,0,NA,N
9901,4667,4668,1,2,2000,19:50,Calilfornia,United Airlines,,Panama City - Puerto Obaldia,Antonov AN-12 (freighter),D2-MAJ,208-00311,131,4,0,NA,N
9902,4668,4669,2,5,2000,18:11,Russia,United Airlines,,Bangkok - Colombo,Antonov AN-32,LV-ZSR,21447/508,4,2,0,NA,N
9903,4669,4670,2,16,2000,8:40,Canada,United Airlines,,Huambo - Luanda,Cessna 208 Caravan,RP-C3010,703,5,1,0,NA,N
9904,4670,4671,2,5,2000,12:31,Panama,United Airlines,,,Boeing B-737-2H4,P2-ISA,35-646,1,6,0,NA,N
9905,4671,4672,3,9,2000,9:30,Sri Lanka,United Airlines,,Manila - Davao,Britten-Norman BN-2A-20 Islander,G-MURI,694,6,3,0,NA,N
9906,4672,4673,3,17,2000,18:04,Angola,United Airlines,541,,Learjet 35A,8R-GAC,465-5,10,19,0,NA,N
9907,4673,4674,3,17,2000,,Argentina,United Airlines,,,Britten-Norman BN-2A-9 Islander,N241H,UC-133,19,1,0,NA,N
9908,4674,4675,3,24,2000,8:00,Philippines,United Airlines,4B,,Rockwell Sabreliner 65,TR-LFK,834,298,1,0,NA,N
9909,4675,4676,3,25,2000,7:02,Papua New Guinea,United Airlines,,Kahului - Hoolehua,Beechcraft 1900C-1,N16EJ,,2,8,0,NA,N
9910,4676,4677,3,1,2000,,France,United Airlines,,Libreville - Moanda,BAe Jetstream 3101-31,F-OHZN,SH-3064,8,7,0,NA,N
9911,4677,4678,4,19,2000,14:39,Guyana,United Airlines,,AtlantiCity - Wilkes-Barre,Airbus A.330-301,G-SSWN,31-8152180,52,5,0,NA,N
9912,4678,4679,4,29,2000,,Hawaii,United Airlines,Charter,Davao - Manila,Shorts 330-200,VH-MZK,10535,5,4,7,NA,N
9913,4679,4680,4,2,2000,20:30,Gabon,United Airlines,812,Paris - London,Piper PA-31-350 Navajo,G-524,31-7652172,4,44,0,NA,N
9914,4680,4681,5,3,2000,9:47,Pennsylvania,United Airlines,200,Adelaide - Whyalla,Fokker F-27 Friendship 600,G-BMBC,,44,5,0,NA,N
9915,4681,4682,5,10,2000,11:28,Philippines,United Airlines,904,Tamale - Accra,Piper PA-31-350 Navajo,PT-LGL,6708,5,19,0,NA,N
9916,4682,4683,5,17,2000,,France,United Airlines,200,Ronaldsway - Liverpool,Beech Baron,B-3479,8027,19,13,0,NA,N
9917,4683,4684,5,21,2000,2:50,Australia,United Airlines,-,Cuiaba - Rondonopolis,Xian Yunshuji Y-7-100C,88-1027,912,19,1,5,NA,N
9918,4684,4685,5,25,2000,19:05,Ghana,United Airlines,,Enshi - Wuhan,Kawasaki C-1A,N912FJ,383,3,55,0,NA,N
9919,4685,4686,5,25,2000,11:35,England,United Airlines,343,Training,British Aerospace  BAe Jetstream 32EP,HK-851P,163,58,2,0,NA,N
9920,4686,4687,5,31,2000,9:50,Brazil,United Airlines,,Tuxtla Gutierrez - Villahermosa,Curtiss C-46A-60-CS,N201RH,22280/671,2,2,0,NA,N
9921,4687,4688,5,5,2000,7:15,China,United Airlines,7831,Villavicencio - Mitu,de Havilland Canada DHC-6 Twin Otter 200,VT-EGD,154,2,7,4,NA,N
9922,4688,4689,6,14,2000,15:16,Japan,United Airlines,,"Hinckley, IL - Louisburg, NC",Boeing B-737-2A8 Advanced,C-GNAK,12475,7,109,0,NA,N
9923,4689,4690,6,21,2000,,Mexico,United Airlines,,Calcutta - Patna - Lucknow - New Delhi,Grumman G-159 Gulfstream I,N54AA,5168,109,13,0,NA,N
9924,4690,4691,6,22,2000,19:50,Colombia,United Airlines,7412,Moncton - Montreal,Douglas C-47A-10-DK,N510TG,203,13,25,0,NA,N
9925,4691,4692,6,27,2000,8:37,North Carolina,United Airlines,9807,,Aerospatiale AS355-F1,F-BTSC,4073,25,6,0,NA,N
9926,4692,4693,6,8,2000,0:34,India,United Airlines,,Sight seeing,Aerospatiale BAe Concorde 101,348,654,6,14,0,NA,N
9927,4693,4694,7,9,2000,7:34,Maine,United Airlines,,Paris - New York City,Lockheed C-130H Hercules,9N-ABP,,14,11,0,NA,N
9928,4694,4695,7,13,2000,0:30,Bahamas,United Airlines,4590,,de Havilland Canada DHC-6 Twin Otter 300,PT-HRD,AB10-454,11,27,0,NA,N
9929,4695,4696,7,17,2000,13:12,Hawaii,United Airlines,,Bajhang - Dhangadhi,Sikorsky S-76,230,7952056/79951271,27,2,0,NA,N
9930,4696,4697,7,19,2000,10:20,France,United Airlines,,Cubatao - Navegantes,Casa 212-AB10 Aviocar,N27944 / N2225G,,2,3,0,NA,N
9931,4697,4698,7,20,2000,16:44,Jordan,United Airlines,,Santiago - Coihaique,Piper Navajo PA-31/ Piper Seminole PA-44,,208-00082,3,143,0,NA,N
9932,4698,4699,7,21,2000,,Nepal,United Airlines,-,"Lakehurst, NY - Patuxent River, MD",Antonov AN-26B,C-GMPB,31-8152136,143,1,0,NA,N
9933,4699,4700,7,25,2000,10:31,Brazil,United Airlines,,Kinshasa - Tshikapa,Cessna 208 Caravan I,N801MW,481,9,10,0,NA,N
9934,4700,4701,7,26,2000,8:45,Chile,United Airlines,,Teslin - Dease Lake,Piper PA-31-350,A4O-EK,31-8252024,10,7,0,NA,N
9935,4701,4702,7,27,2000,15:55,New Jersey,United Airlines,,"Dothan, AL - Hazelhurst, GA",Airbus A320-212,N923BA,208B-0709,7,8,0,NA,N
9936,4702,4703,7,2,2000,8:00,Congo,United Airlines,,Cairo - Manama,Piper PA-31-350 Navajo Chieftain,HP-1357AAP,32984,8,14,0,NA,N
9937,4703,4704,8,6,2000,,Canada,United Airlines,72,Sightseeing,Cessna 208B Grand Caravan I,FAC1659,BB-47,14,5,4,NA,N
9938,4704,4705,8,9,2000,23:57,Georgia,United Airlines,57,San Jose  - La Fortuna - Tamarindo,Douglas C-47,VH-SKC,,10,0,0,NA,N
9939,4705,4706,8,12,2000,8:25,Bahrain,United Airlines,1644,,Beechcraft SKA 200,,8275013,88,6,0,NA,N
9940,4706,4707,8,14,2000,19:30,Hawaii,United Airlines,,Perth - ,Mil Mi-17,N220CS,47501/571,6,3,0,NA,N
9941,4707,4708,8,15,2000,17:30,Costa Rica,United Airlines,,Colombo - Kalmunai,Piper PA-31-350 Navajo,N936ML,,3,1,0,NA,N
9942,4708,4709,8,23,2000,12:10,Colombia,United Airlines,,Deadhorse - Nuiqsut,McDonnell Douglas DC-9-31,CP-1721,SH-1953,1,2,0,NA,N
9943,4709,4710,8,25,2000,,Australia,United Airlines,181,Mexico City - Reynosa - Matamoros,Cessna 206,C-FSDZ,208B-0192,3,3,0,NA,N
9944,4710,4711,8,26,2000,15:10,Sri Lanka,United Airlines,250,Cashaschanes - Sumacal,Shorts SC.7 Skyvan 3-100,N941FE,5991,3,8,0,NA,N
9945,4711,4712,8,2,2000,9:25,Alaska,United Airlines,,Kuglluktuk - Yellowknife,Cessna 208B Caravan I Super Cargomaster,C-FTBZ,335-0064,17,86,0,NA,N
9946,4712,4713,9,4,2000,15:10,Mexico,United Airlines,,Bellingham - Eastsound-Orcas Island,Canadair CL-600-2B16 Challenger 604,N8354N,86,86,83,0,NA,N
9947,4713,4714,9,16,2000,16:55,BO,United Airlines,665,Test flight,Cessna 335,RDPL-34130,187010602,179,44,0,NA,N
9948,4714,4715,9,18,2000,14:45,Canada,United Airlines,,St. Louis - New Madrid,Harbin Yunshuji Y-12-II,RA-74295,28023/1099,44,2,0,NA,N
9949,4715,4716,9,6,2000,15:20,Washington,United Airlines,,Vientiane - Sam Neua,Ilyushin IL-18D,9V-SPK,27312009,11,1,0,NA,N
9950,4716,4717,10,11,2000,9:50,Kansas,United Airlines,703,Moscow - Batumi,Boeing B-747-412,D2-FDI,3406,1,57,0,NA,N
9951,4717,4718,12,8,2000,14:52,Missouri,United Airlines,,Taipei - Los Angeles,Antonov AN-26,ER-AFA,TC-255,57,1,0,NA,N
9952,4718,4719,10,9,2000,17:33,Laos,United Airlines,6,Saurimo - Luanda,Antonov 32B,N731AC,PESA001,114,1,0,NA,N
9953,4719,4720,10,10,2000,12:12,Republiof Georgia,United Airlines,,,Swearingen SA.226TC Metro II,D2-FCG,463,2,9,0,NA,N
9954,4720,4721,10,16,2000,18:15,Taiwan,United Airlines,,"Fort Wayne, IN - Milwaukee, WI",Antonov AN-26,N14056,27,9,2,0,NA,N
9955,4721,4722,10,19,2000,23:17,Angola,United Airlines,,Luanda - Namibe,Airbus A300-600R,EC-DQG,LJ-165,2,24,0,NA,N
9956,4722,4723,10,25,2000,11:27,DemocratiRepubliCongo,United Airlines,,"Miami, FL - Port au Prince",Aerospatiale SN-601 Corvette,N616F,13863,24,10,0,NA,N
9957,4723,4724,10,31,2000,,Indiana,United Airlines,,Malaga - Cordoba,Beech A90 King Air,N19454,19055,10,3,0,NA,N
9958,4724,4725,10,31,2000,1:23,Angola,United Airlines,,Skydiving,Douglas C-47A-30-DK (DC-3C),YV-224C,BB-158,6,2,0,NA,N
