"","X.2","X.1","X","Month","Day","Year","Time","Location","Operator","Flight..","Route","Type","Registration","cn.In","Aboard","Fatalities","Ground","Summary","CrashStatus"
"7438",7438,2204,2205,6,28,1968,"","Saudi Arabia","EVA Air","","","Douglas C-124C","N8317S","45630",15,48,0,NA,"N"
"7440",7440,2206,2207,7,7,1968,"","Brazil","EVA Air","","","McDonnell Douglas DC-8","N4634S / N8742S","394",37,3,0,NA,"N"
"7442",7442,2208,2209,7,13,1968,"","Near Recife Brazil","EVA Air","","","Vickers Viscount 739A","N712U","10356",21,40,0,NA,"N"
"7444",7444,2210,2211,7,18,1968,"8:00","Italy","EVA Air","","Cincinnati - Charlston, WV","Douglas DC-4","N300Y","67302806",7,0,0,NA,"N"
"7446",7446,2212,2213,7,1,1968,"8:48","Germany","EVA Air","","","Antonov AN-24V","YV-C-AMY","",6,47,0,NA,"N"
"7448",7448,2214,2215,8,4,1968,"7:57","AtlantiOcean","EVA Air","","","Cessna 172","LN-BFD","187009101",9,95,0,NA,"N"
"7450",7450,2216,2217,8,10,1969,"9:35","Egypt","EVA Air","","","Ilyushin IL-18","N8283F / N8828W","244",52,57,0,NA,"N"
"7452",7452,2218,2219,3,14,1968,"1:30","Washington","EVA Air","","","Sud-Aviation Caravelle 3","55-3133","10445",3,13,0,NA,"N"
"7454",7454,2220,2221,8,20,1968,"","Bulgaria","EVA Air","1611","","Douglas C-54B","N674T","213",25,4,0,NA,"N"
"7456",7456,2222,2223,8,31,1968,"14:55","France","EVA Air","","","de Havilland Canada C-7B Caribou","639753/6619041","",10,2,0,NA,"N"
"7458",7458,2224,2225,9,8,1968,"","Nigeria","EVA Air","","","de Havilland DH-104","TI-1063C","",40,10,0,NA,"N"
"7460",7460,2226,2227,9,24,1968,"11:15","Vietnam","EVA Air","","","Piper PA-23","OK-MCY","4100",19,23,0,NA,"N"
"7462",7462,2228,2229,9,1,1968,"16:10","Nevada","EVA Air","","Praha - Kosice","Lockheed C-130E Hercules","PP-SAD","",42,7,0,NA,"N"
"7464",7464,2230,2231,10,3,1968,"","Pennsylvania","EVA Air","","","Douglas C-47D","N380NE","",107,9,0,NA,"N"
"7466",7466,2232,2233,10,8,1968,"","Turkey","EVA Air","","Boston, MA - Montpelier, VT - Lebanon, NH","Aero Commander 680-E","JA8032","148",28,2,0,NA,"N"
"7468",7468,2234,2235,10,11,1968,"","South Vietnam","EVA Air","","Tokyo - San Francisco","de Havilland Canada DHC-6 Twin Otter 200","N1386N","",39,3,0,NA,"N"
"7470",7470,2236,2237,10,20,1968,"17:17","Alaska","EVA Air","544","","Cessna 185","N4905","",3,51,0,NA,"N"
"7472",7472,2238,2239,10,25,1968,"1:24","California","EVA Air","","Anchorage - Iliamna","Beechcraft E18S","N6257X","19696/688",47,2,0,NA,"N"
"7474",7474,2240,2241,11,22,1968,"","Alaska","EVA Air","","","Boeing B-707-321B","N5802","4229",3,12,1,NA,"N"
"7476",7476,2242,2243,11,25,1968,"9:36","Virgin Islands","EVA Air","217","Detroit - Erie - Bradford - Washington D.C.","Lockheed L-100 Hercules","N799PA","",45,12,0,NA,"N"
"7478",7478,2244,2245,11,2,1968,"10:55","Venezuela","EVA Air","","San Francisco - Anchorage - Cam Ranh Bay, Vietnam","Douglas DC-3","N2045","4035",5,26,0,NA,"N"
"7480",7480,2246,2247,12,8,1968,"20:12","Alaska","EVA Air","","Minneapolis - Chicago - Milwaukee","Lockheed C-130E Hercules","N4901","45",26,24,0,NA,"N"
"7482",7482,2248,2249,12,24,1968,"","Mexico","EVA Air","","Fairbanks - Bethel - Minchumina","Vickers Viscount 720","XA-SAE","12541",2,50,0,NA,"N"
"7484",7484,2250,2251,12,26,1968,"20:22","Taiwan","EVA Air","1750","Reynosa - Tampico","Douglas DC-3D","N4048G","19690/540",28,24,0,NA,"N"
"7486",7486,2252,2253,12,27,1969,"15:52","Australia","EVA Air","227","","Boeing B-727-113C","N5825","",45,12,0,NA,"N"
"7488",7488,2254,2255,3,13,1968,"","Taiwan","EVA Air","701","Washington - Harrisburgh - Bradford - Erie - Detroit","Douglas DC-3","LN-MOO","20415",38,13,0,NA,"N"
"7490",7490,2256,2257,12,31,1969,"12:43","England","EVA Air","","Copenhagen - Los Angeles - Seattle","","N7434U","4151",10,13,0,NA,"N"
"7492",7492,2258,2259,1,2,1969,"20:35","Thailand","EVA Air","","Los Angeles - Denver - Milwaukee","Lockheed HC-130H Hercules","N8181H","4151",35,36,0,NA,"N"
"7494",7494,2260,2261,1,6,1969,"19:21","Vietnam","EVA Air","","Port Angeles - Seattle","Lockheed C-130H","N15570","157",19,84,0,NA,"N"
"7496",7496,2262,2263,1,13,1969,"18:21","Off  Taiwan","EVA Air","","Hawthorne, NV - Burbank - Long Beach","Handley Page Dart Herald 201","N563PR","47243/448",3,100,0,NA,"N"
"7498",7498,2264,2265,1,18,1969,"6:53","Philippines","EVA Air","","Saint Thomas - San Juan","McDonnell Douglas DC-9-32","N73997 / N22790","188011301",27,2,0,NA,"N"
"7500",7500,2266,2267,2,5,1969,"5:10","Taiwan","EVA Air","742","","Ilyushin IL-18D","N142D","22445",53,24,0,NA,"N"
"7502",7502,2268,2269,2,18,1969,"17:38","Venezuela","EVA Air","","Memphis - New Orleans","Curtiss C-46F","SP-LTF","",21,31,0,NA,"N"
"7504",7504,2270,2271,2,5,1969,"11:20","Egypt","EVA Air","","Warsaw - Cracow","Boeing Vertol CH47C (helicopter)","CF-THK","4318",45,9,0,NA,"N"
"7506",7506,2272,2273,3,19,1969,"6:55","Bahamas","EVA Air","","","Lockheed EC-121M","","",44,1,0,NA,"N"
"7508",7508,2274,2275,3,20,1969,"","South Vietnam","EVA Air","","Kinshasa - Luluaburg","de Havilland DHC-2","VT-DOJ","9407",18,11,0,NA,"N"
"7510",7510,2276,2277,4,2,1969,"","North Korea","EVA Air","","Silchar, India - Khulna, Bangladesh","Douglas DC-3","67-21493","4280",11,30,0,NA,"N"
"7512",7512,2278,2279,4,7,1969,"","Alaska","EVA Air","","","Douglas DC-3","TC-28","",2,6,0,NA,"N"
"7514",7514,2280,2281,4,16,1969,"14:59","Ghana","EVA Air","","Service mission","Boeing Vertol CH47A (helicopter)","N1243N","9629",36,79,0,NA,"N"
"7516",7516,2282,2283,4,21,1969,"16:00","Argentina","Finnair","","Medford, NJ - Allentown, PA","Douglas C-47","I-ATIT","19256/355",3,19,0,NA,"N"
"7518",7518,2284,2285,4,25,1969,"","South Vietnam","Finnair","","Rome - Reggio di Calabria","Boeing B-727-64","N2665S","18477",2,14,0,NA,"N"
"7520",7520,2286,2287,5,5,1969,"12:45","Myanmar","Finnair","704","","Boeing RC-135E","N2550A","",14,35,0,NA,"N"
"7522",7522,2288,2289,5,7,1969,"9:52","Mexico","Finnair","","Pasco - Spokane","Fairchild C-119","N844NS","42956",2,3,0,NA,"N"
"7524",7524,2290,2291,5,25,1969,"7:12","Alaska","Finnair","","Atlanta, GA - Sumpter, SC - Greer, SC","Douglas DC-3","N58Q","175",4,1,0,NA,"N"
"7526",7526,2292,2293,6,5,1969,"15:05","India","Finnair","","Sagwon,AK - Elusive Lake, AK","de Havilland Canada DHC-6 Twin Otter 200","N3007T","826",5,33,0,NA,"N"
"7528",7528,2294,2295,6,20,1969,"20:22","Nepal","Finnair","","McGrath, AK - Sparrevohn, AK","De Havilland DH-104 Dove","N787TW","073/73",3,4,0,NA,"N"
"7530",7530,2296,2297,6,6,1969,"15:05","New York","Finnair","","Training","Sud Aviation SE-210 Caravelle 6N","N73909","4828",3,13,0,NA,"N"
"7532",7532,2298,2299,7,13,1969,"13:08","Hawaii","Finnair","","Sightseeing","Lockheed L-1049H Super Constellation","N8403E","596",1,16,0,NA,"N"
"7534",7534,2300,2301,7,24,1969,"12:33","Algeria","Finnair","","Sightseeing","Pilatus Pc-6C","HC-ALK","",62,8,0,NA,"N"
"7536",7536,2302,2303,7,26,1969,"15:26","Nigeria","Finnair","","","Ilyushin IL-18","F-BHSZ","402807",3,35,4,NA,"N"
"7538",7538,2304,2305,7,30,1969,"14:40","Laos","Finnair","","Caracas - Pointe a Pitre, Guadeloupe","Antonov An-12PL","N3149X","",16,28,0,NA,"N"
"7540",7540,2306,2307,8,5,1969,"","Russia","Finnair","","Chicago - Des Moines.","Douglas C-47","67-21495","",83,45,0,NA,"N"
"7542",7542,2308,2309,8,25,1969,"","Russia","Finnair","","","Douglas DC-3","N988VJ/N7374J","92",21,4,2,NA,"N"
"7544",7544,2310,2311,8,3,1969,"20:05","Laos","Finnair","","Indianapolis - Bakalar AFB","BAC One-Eleven 402AP","PP-SPP","440",76,27,0,NA,"N"
"7546",7546,2312,2313,12,31,1969,"5:30","Colombia","Finnair","158","Camp Grande - Londrina - Sao Palo","Convair CV-640","XV-NUG","19255/331",74,5,0,NA,"N"
"7548",7548,2314,2315,9,6,1969,"14:29","Philippines","Finnair","627","Pleiku - Da Nang","Boeing B-727-64","CP-698","",26,5,0,NA,"N"
"7550",7550,2316,2317,9,9,1969,"20:33","Canada","Finnair","","Santa Cruz - La Paz","Boeing C-97","152796","",4,2,0,NA,"N"
"7552",7552,2318,2319,9,14,1969,"16:00","Mexico","Finnair","","","Beechcraft 65-B80","CF-AAL","",9,14,0,NA,"N"
"7554",7554,2320,2321,9,20,1969,"","Nigeria","Finnair","","Winisk - Timmins","Cessna 180H","CCCP-11376","531",87,90,0,NA,"N"
"7556",7556,2322,2323,9,26,1969,"7:10","Colorado","Finnair","","","Fairchild-Hiller FH-227B","5N-ABD","45540/1016",3,0,24,NA,"N"
"7558",7558,2324,2325,9,2,1969,"","Alaska","Finnair","411","Kano - Lagos","Douglas DC-6B","N5090Y","",77,15,0,NA,"N"
"7560",7560,2326,2327,10,9,1969,"","New York","Finnair","","Houlton, ME - Portland, ME","LTVF-8J","B-2005","13529",4,5,0,NA,"N"
"7562",7562,2328,2329,11,13,1969,"8:30","Greece","Finnair","","","Douglas C-47A-25-DK","N3472Y","30-10-32",27,32,0,NA,"N"
"7564",7564,2330,2331,11,20,1969,"8:31","California","Finnair","","Nulato, AK - Tanana, AK","Convair CV-990-30A-5","","16964",28,2,0,NA,"N"
"7566",7566,2332,2333,12,10,1969,"","Laos","Finnair","","","Douglas DC-3","OB-R-776","",19,1,0,NA,"N"
"7568",7568,2334,2335,12,22,1969,"0:30","Sweden","Finnair","208B","Trujillo - Juanjui","Beechcraft TC-45J","XB-DOK","1965",34,9,0,NA,"N"
"7570",7570,2336,2337,12,1,1970,"12:00","Western Samoa","Finnair","","","Fokker F-27 Friendship 200","CCCP-47701","",11,37,0,NA,"N"
"7572",7572,2338,2339,1,12,1970,"","Michigan","Finnair","","","De Havilland Dove","CCCP-45083","1539",22,92,0,NA,"N"
"7574",7574,2340,2341,1,14,1970,"","India","Finnair","","","Hawker Siddeley HS-748 1","YR-AMT","182004303",5,12,0,NA,"N"
"7576",7576,2342,2343,1,25,1970,"","Ohio","Finnair","","Bucharest - Oradea","Ilyushin IL-18V","N124PM","4544",102,4,0,NA,"N"
"7578",7578,2344,2345,1,28,1970,"","Argentina","Finnair","","Groton, CT - New York, NY","Douglas DC-3 (C-47-DL)","HI-177","",17,47,0,NA,"N"
"7580",7580,2346,2347,1,29,1970,"","USSR","Finnair","","Santo Domingo - San Juan","Cessna 402","9Q-CUD","301015",11,38,0,NA,"N"
"7582",7582,2348,2349,2,4,1970,"18:37","Colombia","Finnair","","","Convair CV-990-30A-6","D-INAH","556",31,3,0,NA,"N"
"7584",7584,2350,2351,2,10,1970,"18:30","New Jersey","Finnair","330","Munchen - St. Moritz","Fairchild-Hiller FH-227B","145927","",6,61,0,NA,"N"
"7586",7586,2352,2353,2,15,1970,"","Switzerland","Finnair","","Taiwan - Da Nang","Beechcraft C-45H","N4121R","032/33",45,3,0,NA,"N"
"7588",7588,2354,2355,2,19,1970,"","Brazil","Finnair","","Grand Canyon - Las Vegas","Aerospatiale Caravelle 3","CCCP-47751","",10,36,0,NA,"N"
"7590",7590,2356,2357,2,6,1970,"11:30","New York","Finnair","","","Piper PA-32","54-1625","1643",19,8,0,NA,"N"
"7592",7592,2358,2359,3,16,1970,"19:53","Morocco","Finnair","","","Hawker Siddeley HS-748-209","MM52-6018","6",63,13,0,NA,"N"
"7594",7594,2360,2361,3,26,1970,"","Maryland","Finnair","215","","de Havilland Canada DHC-6 Twin Otter 100","N935F","5221",30,1,0,NA,"N"
"7596",7596,2362,2363,4,1,1970,"","Philippines","Finnair","","New York City - St. Maarten","Convair CV-240","6O-AAJ","10311",6,11,0,NA,"N"
"7598",7598,2364,2365,4,21,1970,"","New Guinea","Finnair","","","Fokker F-27 Friendship 100","N434EJ","",6,6,5,NA,"N"
"7600",7600,2366,2367,4,25,1970,"15:49","California","Finnair","","Detroit - Pellston","Antonov AN-10","YV-C-AMK","14009",33,13,0,NA,"N"
"7602",7602,2368,2369,4,2,1970,"","Philippines","Finnair","","","de Havilland DH-114 Heron 1B","N40412","96601803",44,5,0,NA,"N"
"7604",7604,2370,2371,5,6,1970,"21:28","USSR","Finnair","","Chamblee, GA - Fort Myers,FL","Tupolev TU-104A","PI-C507","10411",27,112,0,NA,"N"
"7606",7606,2372,2373,5,9,1970,"","Honduras","Finnair","","Manila - Bacolod","Fokker F-27 Friendship 400M","N154R","6415",109,23,0,NA,"N"
"7608",7608,2374,2375,5,22,1970,"9:30","Libya","Finnair","","McGrath AK - Galena, AK","de Havilland Comet 4","CF-TIW","9340207",7,4,0,NA,"N"
"7610",7610,2376,2377,5,30,1970,"","Peru","Finnair","","Montreal - Toronto - Los Angeles","Antonov AN-22","N3016L","46005/412",37,10,0,NA,"N"
"7612",7612,2378,2379,6,2,1970,"14:00","Spain","Finnair","","San Antonio, TX - Rudioso, NM","McDonnell Douglas DC-8-63AF","","185-5129",30,99,0,NA,"N"
"7614",7614,2380,2381,6,3,1970,"8:09","North AtlantiOcean","Finnair","45","","Lockheed P-3A Orion","AP-ALM","1106",31,30,0,NA,"N"
"7616",7616,2382,2383,7,5,1970,"10:30","Japan","Finnair","","Rawalpindi - Lahore","Lockheed 188A Electra","B-156","",39,3,0,NA,"N"
"7618",7618,2384,2385,7,24,1970,"","Nevada","Finnair","","Hwa-Lien","Boeing Vertol CH47B (helicopter)","VT-DWT","111",37,22,0,NA,"N"
"7620",7620,2386,2387,7,30,1970,"2:17","Peru","Finnair","","Silchar - Gauhati","Britten-Norman BN-2A Islander","CCCP-45012","9910503",11,1,0,NA,"N"
"7622",7622,2388,2389,8,6,1970,"3:44","South Vietnam","Finnair","","","Yakovlev YAK-40","N4863T","87",4,8,0,NA,"N"
"7624",7624,2390,2391,8,12,1970,"","Netherlands","Finnair","","Jamaica, NY - Washington D.C.","Britten-Norman BN-2A Islander","N2346S","10356",38,8,0,NA,"N"
"7626",7626,2392,2393,8,29,1970,"","USSR","Finnair","","Portland, OR - Cranbrook, Canada","Fokker F-27 Friendship 300","B- 305","7345003",40,43,0,NA,"N"
"7628",7628,2394,2395,8,2,1970,"16:06","Puerto Rico","Finnair","","Pleiku - Hue","Antonov An-12B","N464M","4025",2,3,0,NA,"N"
"7630",7630,2396,2397,9,8,1970,"8:25","Denmark","Finnair","","Wichita - Denver - Logan, Utah","Lockheed C-130E","N701X","16660/33408",3,2,0,NA,"N"
"7632",7632,2398,2399,9,22,1970,"","Russia","Finnair","","Dubois, PA - Roanoak, VA","Douglas DC-3","N9248R","",4,75,0,NA,"N"
"7634",7634,2400,2401,9,30,1970,"12:00","Taiwan","Finnair","","Dayton, OH - Ft. Dix, NJ","Piper PA-28R","HK-792","47245/510",18,47,0,NA,"N"
"7636",7636,2402,2403,10,2,1970,"15:10","South Africa","Finnair","","","McDonnell Douglas DC-9-31","53-03724/560","46060/472",79,42,0,NA,"N"
"7638",7638,2404,2405,10,4,1970,"21:30","Delaware","Finnair","932","","McDonnell Douglas DC-8-63CF","55-4574","",4,5,0,NA,"N"
"7640",7640,2406,2407,10,10,1970,"","West Virginia","Finnair","26","Saigon - Nha Trang AB","Fairchild C-123K","TF-LLG","12103",27,25,0,NA,"N"
"7642",7642,2408,2409,10,28,1970,"9:30","Alaska","Finnair","","","Douglas DC-3","YR-BCA","9340205",55,7,0,NA,"N"
"7644",7644,2410,2411,11,24,1970,"13:30","South Vietnam","Finnair","","Tel Aviv - Constanta","Antonov AN-22","N8790R","10330",31,93,0,NA,"N"
"7646",7646,2412,2413,11,27,1970,"","India","Finnair","","New York - St. Thomas","Fokker F-27 Friendship 200","F-BNGB","181003603",16,2,0,NA,"N"
"7648",7648,2414,2415,11,2,1970,"","Pakistan","Finnair","","Algiers - Menorca","Ilyushin IL-18B","SU-ALC","19345 / ",47,21,0,NA,"N"
"7650",7650,2416,2417,12,7,1970,"14:42","Pakistan","Finnair","","Algers - Boumediene","Boeing B-707-323 / Cessna 150","LZ-BED","44",35,13,0,NA,"N"
"7652",7652,2418,2419,12,28,1970,"","Russia","Finnair","30","Paris - Zurich - Sofia","Nord 262A-34","FAP-381","5343610",8,2,0,NA,"N"
"7654",7654,2420,2421,12,31,1970,"","New Jersey","Finnair","","Mazamari - Lima","Antonov AN-12","PT-LJR","10428",48,7,0,NA,"N"
"7656",7656,2422,2423,12,2,1971,"15:49","France","Finnair","","","Fokker F-27 Friendship 500","YV-C-AMV","347403",3,12,0,NA,"N"
"7658",7658,2424,2425,1,18,1971,"7:35","USSR","Finnair","","Merida - Maiquetia","Antonov AN-10","N3680K","26683",15,5,0,NA,"N"
"7660",7660,2426,2427,1,21,1971,"","South Korea","Finnair","","Mona Is., PR - Mayaguez, PR","Curtiss C-46","VT-ATT","19439",64,39,0,NA,"N"
"7662",7662,2428,2429,1,2,1971,"","Russia","Finnair","","Gauhati - Calcutta","Boeing B-720-047B","CCCP-11145","13136",2,8,0,NA,"N"
"7664",7664,2430,2431,1,25,1971,"16:12","Ecuador","Finnair","366","","Douglas C-47A","N4960F","",4,12,0,NA,"N"
"7666",7666,2432,2433,1,7,1971,"","California","Finnair","","Kayenta, AZ - Tucon, AZ","Beech E18S","N144H","4285",35,2,0,NA,"N"
"7668",7668,2434,2435,2,26,1971,"","Philippines","Finnair","","Manchester, NH - Boston, MS","de Havilland 104-7X","TG-ACA-A","",83,11,0,NA,"N"
"7670",7670,2436,2437,3,31,1971,"9:45","Virgin Islands","Finnair","","Guatemala City - Tikal","Sud Aviation SA 318C","YU-AHZ","25177/25181/25182",6,32,0,NA,"N"
"7672",7672,2438,2439,4,20,1971,"17:01","Arizona","Finnair","","London - Rijeka","Hawker Siddeley HS 125-400B (3)","N601JJ","181992903",42,50,0,NA,"N"
"7674",7674,2440,2441,4,22,1971,"","Alaska","Finnair","","Atlanta, GA - Martinsville, VA","Ilyushin IL-18D","ST-AAY","47441/503 / ",31,24,0,NA,"N"
"7676",7676,2442,2443,5,11,1971,"20:00","South Africa","Finnair","","","McDonnell Douglas DC-9-31 / F4-B","N5832","18238",6,17,0,NA,"N"
"7678",7678,2444,2445,5,23,1971,"11:08","Denmark","Finnair","706","Washington D.C. - Newport News, VA - Philadelphia","Boeing - EC-135N","CP-926","4642",68,3,0,NA,"N"
"7680",7680,2446,2447,5,28,1971,"","California","Finnair","","Santa Cruz - Arica","Douglas DC-3","JA8764","",6,4,0,NA,"N"
"7682",7682,2448,2449,8,6,1971,"8:49","North PacifiOcean","Finnair","","Sapporo - Hakodate","Bell 206","6V-AAP","",126,163,0,NA,"N"
"7684",7684,2450,2451,6,7,1971,"14:30","California","Finnair","","","Boeing 707-321CF","CCCP-42405","20436/788",218,37,0,NA,"N"
"7686",7686,2452,2453,6,17,1971,"18:10","Alaska","Finnair","","Novosibirsk - Irkutsk","Boeing B-727-281 / Air Force F86F","N747PA","",100,2,0,NA,"N"
"7688",7688,2454,2455,6,3,1971,"","Philippines","Finnair","58","San Francisco - Los Angeles","Nord 2501 Noratlas","","",37,3,0,NA,"N"
"7690",7690,2456,2457,7,24,1971,"","Japan","Finnair","","Odessa - Irkutsk - Vladivostok","Sikorsky S-55B","66-19023","31-422",31,111,0,NA,"N"
"7692",7692,2458,2459,7,25,1971,"14:29","France","Finnair","","Ludwigsburg - Grafenwohr","Piper PA-31","VT-DXG","19304/287",121,5,0,NA,"N"
"7694",7694,2460,2461,7,30,1971,"","Alaska","Finnair","","Trivandrum - Madurai","Boeing B-727-193","D-ALAR","",5,49,0,NA,"N"
"7696",7696,2462,2463,7,7,1971,"9:40","Maine","Finnair","1866","Hamburg, Germany - Malaga, Spain","Aero Commander 560-A","4W-ABI","9350801",32,63,0,NA,"N"
"7698",7698,2464,2465,8,18,1971,"7:00","Alaska","Finnair","","","Tupolev TU-134A","PP-CBV","706",20,10,0,NA,"N"
"7700",7700,2466,2467,8,9,1971,"","Mississippi","Finnair","","Cruzerio do Sul - Rio Branco","Vickers Vanguard 951","CCCP-42490","",6,20,0,NA,"N"
"7702",7702,2468,2469,9,6,1971,"","USSR","Finnair","706","","Cessna 402","N20DE","19348",16,31,0,NA,"N"
"7704",7704,2470,2471,9,16,1971,"","Belgium","Finnair","","Detroit, MI - Hot Springs, VA","Douglas C-47A","N51CS","",8,52,0,NA,"N"
"7706",7706,2472,2473,9,28,1971,"","Arizona","Finnair","","Chicago, IL - Peoria, IL","Douglas C-47","N986MA","4243",69,47,0,NA,"N"
"7708",7708,2474,2475,10,13,1971,"13:17","Colombia","Finnair","","Jamaica, NY - Allentown, PA","Lockheed C-130K Hercules","PK-MVS","67302306",25,34,0,NA,"N"
"7710",7710,2476,2477,10,16,1971,"11:20","South Vietnam","Finnair","","Jakarta - Padang","Antonov AN-24","B-1852","",57,2,0,NA,"N"
"7712",7712,2478,2479,10,21,1971,"22:15","Italy","Finnair","","Taipei - Hong Kong","Boeing Vertol CH-47C","CCCP-46788","47166/265 / ",47,28,0,NA,"N"
"7714",7714,2480,2481,10,24,1971,"","Russia","Finnair","","","Douglas DC-9-31 /Cessna 206","","185008104",92,23,0,NA,"N"
"7716",7716,2482,2483,11,10,1971,"","South Vietnam","Finnair","","","Ilyushin IL-18B","OB-R-941","1598",104,3,0,NA,"N"
"7718",7718,2484,2485,11,21,1971,"","North Carolina","Finnair","","Lima - Pucallpa","Hawker Siddeley HS-748-230 Srs. 2A","EC-ATV","",8,20,0,NA,"N"
"7720",7720,2486,2487,11,1,1971,"","Bulgaria","Finnair","","Valencia - Ibiza","Piper PA-23","TC-JAC","442",39,27,0,NA,"N"
"7722",7722,2488,2489,12,22,1971,"12:36","Mexico","Finnair","","Damascus - Ankara","Vickers Viscount 837","FAC-661","47482/592",9,1,0,NA,"N"
"7724",7724,2490,2491,12,24,1972,"22:00","Nebraska","Finnair","","Medellin - Buenaventura","McDonnell Douglas DC-9-32","XW-PEH","51",2,19,0,NA,"N"
"7726",7726,2492,2493,1,7,1972,"","Colombia","Finnair","JU 367","","de Havilland Canada C-7A Caribou","N8933U","75",23,2,0,NA,"N"
"7728",7728,2494,2495,1,21,1972,"10:30","Czechoslovakia","Finnair","","Gallup, NM - Battle Mountain, NV","Fairchild F-27","XW-TDE","",7,4,0,NA,"N"
"7730",7730,2496,2497,1,21,1972,"","Laos","Finnair","772","Savannakhet - Vientiane","Beechcraft D 18S","62-1813","",8,16,0,NA,"N"
"7732",7732,2498,2499,1,1,1972,"19:00","Colombia","Finnair","","","Beechcraft 65-B80","N5642V","541",5,112,0,NA,"N"
"7734",7734,2500,2501,2,4,1972,"13:20","Mississippi","Finnair","","Honolulu, HI - Lanai, HI","Fairchild-Hiller FH-227-B","58-0048","267",22,14,0,NA,"N"
"7736",7736,2502,2503,2,11,1972,"","Idaho","Finnair","405","","Aerospatiale Caravelle Super 10B","YU-AHR","3071",2,25,0,NA,"N"
"7738",7738,2504,2505,2,19,1972,"7:05","New York","Finnair","296","Cairo - Aden","Lockheed AC-130A Hercules","YV-C-EVF","2059",18,3,0,NA,"N"
"7740",7740,2506,2507,2,22,1972,"","United Arab Emirates","Finnair","","","NAMC YS-11A-211","I-ATIP","",107,6,0,NA,"N"
"7742",7742,2508,2509,3,13,1972,"","Laos","Finnair","","Rome - Foggia","Bell 47J-2","5X-UVA","17102/34369",10,6,0,NA,"N"
"7744",7744,2510,2511,3,19,1972,"","Brazil","Finnair","","Addis Ababa - Rome","Douglas C-47D","N391R","3992",18,115,0,NA,"N"
"7746",7746,2512,2513,3,6,1972,"22:10","New York","Finnair","","Long Tieng, Laos - Moung Cha, Laos","Lockheed C-130E Hercules","CCCP-87778","45625/150",7,34,0,NA,"N"
"7748",7748,2514,2515,4,16,1972,"9:39","Peru","Finnair","","","McDonnell Douglas DC-8-43","YV-C-GAI","",9,22,0,NA,"N"
"7750",7750,2516,2517,4,18,1972,"12:23","Vietnam","Finnair","112","Ciudad - La Centella","Boeing Vertol CH47A (helicopter)","N841NS","10439",13,11,0,NA,"N"
"7752",7752,2518,2519,4,24,1972,"","Italy","Finnair","","Albuquerque, NM - Sante Fe, NM","Fokker F-27 Friendship 200","D-IDHC","",18,4,0,NA,"N"
"7754",7754,2520,2521,4,4,1972,"","South Vietnam","Finnair","","","Bell 205A","PP-PDG","45700",2,2,0,NA,"N"
"7756",7756,2522,2523,5,8,1972,"12:29","Angola","Finnair","","","McDonnell Douglas DC-9-14","N3990G","",14,32,0,NA,"N"
"7758",7758,2524,2525,5,19,1972,"","Louisiana","Finnair","9570","Fairbanks, AK - Valdez, AK","Beechcraft E18S","15-2182","30460",3,47,4,NA,"N"
"7760",7760,2526,2527,5,27,1972,"","Texas","Finnair","","Rota - Souda Bay","Curtiss C-46A","CC-CDU","",87,81,0,NA,"N"
"7762",7762,2528,2529,5,29,1972,"11:05","Kansas","Finnair","","","Boeing Vertol CH-47 (helicopter)","JA8012","22-7-1-53",5,12,0,NA,"N"
"7764",7764,2530,2531,5,1,1972,"","Vietnam","Finnair","","Bangkok - Delhi","Convair CV-880-22M-21","N9077N","3070",122,118,0,NA,"N"
"7766",7766,2532,2533,6,3,1972,"","South Vietnam","Finnair","700Z","Harlingen, TX - Austin, TX","Lockheed AC-130A Hercules","CCCP-11215","2109",20,3,0,NA,"N"
"7768",7768,2534,2535,6,13,1972,"20:20","Vietnam","Finnair","","","Hawker Siddeley Trident 1C","N554PR","",13,7,0,NA,"N"
"7770",7770,2536,2537,6,14,1972,"1:50","Vietnam","Finnair","548","San Juan - Ponce","Hughes 369HS","N90858/N4043B","1029",5,3,0,NA,"N"
"7772",7772,2538,2539,6,18,1972,"","England","Finnair","","Chicago, IL - Appleton, WI - Sheboygan, WI","MBB HFB-320 Hansa Jet","N29169","",10,52,0,NA,"N"
"7774",7774,2540,2541,6,18,1972,"23:17","New York","Finnair","","Sightseeing","Boeing 737-200","EC-ARA","",19,1,0,NA,"N"
"7776",7776,2542,2543,6,24,1972,"9:37","England","Finnair","710","Las Palmas - Hamberg, Germany","Sikorsky CH-53D (helicopter)","67-056","",38,30,0,NA,"N"
"7778",7778,2544,2545,6,29,1972,"7:43","California","Finnair","","Bardufoss - Bodoe","Sud-Aviation SE210 Caravelle","HK1341X/HK107","3817",18,156,0,NA,"N"
"7780",7780,2546,2547,6,30,1972,"","South Vietnam","Finnair","","","Lockheed C-130E","VT-DME","702",31,34,0,NA,"N"
"7782",7782,2548,2549,7,6,1972,"16:00","Greece","Finnair","","Gwalior - Delhi","Ilyushin IL-62","XY-ACM","4705",29,101,0,NA,"N"
"7784",7784,2550,2551,7,11,1972,"","South Vietnam","Finnair","","Sandoway - Rangoon","Douglas C-47-DL","A4-233","182004505",4,1,0,NA,"N"
"7786",7786,2552,2553,7,29,1972,"","East Germany","Finnair","","Lae - Port Moresby","Ilyushin IL-18","VH-PNI","26903",11,31,22,NA,"N"
